Transaction_ID,Product_ID,Product_Name,Category,Units_Sold,Standard_Retail_Price,Promo_Discount_Rate,Selling_Price_Per_Unit,Gross_Revenue,Net_Revenue,Total_COGS,Shipping_Mode,Shipping_Cost,Return_Status,Marketing_Spend_Allocated,Discount_value,Return_Deficit,True_Net_profit
T13268,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.15,51.00,1440.00,1224.00,360.00,Standard,18.00,No,359.76,216,0,486.24
T13269,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,36.88,0,0,255.12
T13270,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,18.65,0,0,127.35
T13271,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,69.91,0,0,329.84
T13272,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.00,300.00,900.00,900.00,450.00,Standard,12.00,No,56.01,0,0,381.99
T13273,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.50,30.00,1140.00,570.00,285.00,Express Air,99.75,No,163.02,570,0,22.23
T13274,P003,HydroClean Dishwasher,Smart Home Appliances,4,800.00,0.00,800.00,3200.00,3200.00,1600.00,Express Air,1190.00,No,224.44,0,0,185.56
T13275,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Standard,42.50,Yes,25.43,80,735,-482.93
T13276,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,10,60.00,0.15,51.00,600.00,510.00,150.00,Standard,7.50,No,152.20,90,0,200.30
T13277,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,Yes,51.27,250,765,-666.52
T13278,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.30,42.00,1200.00,840.00,300.00,Standard,15.00,No,460.60,360,0,64.40
T13279,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.15,51.00,1140.00,969.00,285.00,Standard,14.25,No,444.79,171,0,224.96
T13280,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.00,800.00,1600.00,1600.00,800.00,Standard,85.00,No,47.48,0,0,667.52
T13281,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.15,255.00,300.00,255.00,150.00,Standard,4.00,No,29.76,45,0,71.24
T13282,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,45.99,100,0,253.76
T13283,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,73.33,350,0,-23.58
T13284,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,25.18,0,0,266.82
T13285,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.10,900.00,3000.00,2700.00,1800.00,Standard,0.75,No,191.34,300,0,707.91
T13286,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,26,60.00,0.40,36.00,1560.00,936.00,390.00,Standard,19.50,No,158.60,624,0,367.90
T13287,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.15,51.00,960.00,816.00,240.00,Standard,12.00,No,196.80,144,0,367.20
T13288,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.40,36.00,1140.00,684.00,285.00,Standard,14.25,Yes,409.26,456,699,-723.51
T13289,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.00,200.00,400.00,400.00,180.00,Standard,12.00,No,52.34,0,0,155.66
T13290,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.30,42.00,1440.00,1008.00,360.00,Standard,18.00,Yes,400.80,432,1023,-793.80
T13291,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.10,900.00,3000.00,2700.00,1800.00,Express Air,5.25,No,285.69,300,0,609.06
T13292,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,86.18,350,0,-36.43
T13293,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.10,270.00,600.00,540.00,300.00,Standard,8.00,No,36.06,60,0,195.94
T13294,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Standard,42.50,No,41.27,0,0,316.23
T13295,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.40,36.00,960.00,576.00,240.00,Standard,12.00,No,127.04,384,0,196.96
T13296,P002,Aura Soundbar 360,Premium Electronics,4,300.00,0.10,270.00,1200.00,1080.00,600.00,Standard,16.00,No,108.32,120,0,355.68
T13297,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,18.46,10,0,75.54
T13298,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.15,51.00,1320.00,1122.00,330.00,Standard,16.50,No,443.74,198,0,331.76
T13299,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,43.87,100,0,255.88
T13300,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.30,42.00,1320.00,924.00,330.00,Standard,16.50,No,134.64,396,0,442.86
T13301,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.15,170.00,200.00,170.00,90.00,Standard,6.00,No,23.96,30,0,50.04
T13302,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.15,51.00,1200.00,1020.00,300.00,Standard,15.00,No,390.40,180,0,314.60
T13303,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.00,300.00,900.00,900.00,450.00,Standard,12.00,No,82.65,0,0,355.35
T13304,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Standard,42.50,No,37.80,80,0,239.70
T13305,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.50,30.00,1140.00,570.00,285.00,Standard,14.25,No,262.39,570,0,8.36
T13306,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Standard,8.00,No,56.92,30,0,205.08
T13307,P003,HydroClean Dishwasher,Smart Home Appliances,5,800.00,0.00,800.00,4000.00,4000.00,2000.00,Express Air,1487.50,No,263.40,0,0,249.10
T13308,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.15,680.00,1600.00,1360.00,800.00,Express Air,595.00,No,45.38,240,0,-80.38
T13309,P001,Quantum X Smartphone,Premium Electronics,5,1000.00,0.10,900.00,5000.00,4500.00,3000.00,Standard,1.25,No,213.30,500,0,1285.45
T13310,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,21.72,0,0,124.28
T13311,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Express Air,1.75,No,95.64,350,0,-47.39
T13312,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,59.59,50,0,290.16
T13313,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,18,60.00,0.50,30.00,1080.00,540.00,270.00,Standard,13.50,Yes,403.02,540,555,-701.52
T13314,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.50,30.00,1140.00,570.00,285.00,Standard,14.25,No,417.05,570,0,-146.30
T13315,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,20.22,0,0,125.78
T13316,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Express Air,1.75,No,63.28,50,0,284.97
T13317,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Express Air,42.00,No,23.60,10,0,34.40
T13318,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Express Air,28.00,No,28.75,15,0,78.25
T13319,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,11.92,0,0,92.08
T13320,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.00,200.00,400.00,400.00,180.00,Standard,12.00,No,39.82,0,0,168.18
T13321,P005,EcoBreeze Air Purifier,Smart Home Appliances,3,200.00,0.00,200.00,600.00,600.00,270.00,Standard,18.00,No,50.40,0,0,261.60
T13322,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,Yes,52.44,100,915,-667.69
T13323,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,12.90,0,0,133.10
T13324,P003,HydroClean Dishwasher,Smart Home Appliances,4,800.00,0.05,760.00,3200.00,3040.00,1600.00,Express Air,1190.00,No,83.20,160,0,166.80
T13325,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.30,42.00,1440.00,1008.00,360.00,Standard,18.00,No,515.76,432,0,114.24
T13326,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,14,60.00,0.40,36.00,840.00,504.00,210.00,Express Air,73.50,No,196.98,336,0,23.52
T13327,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.15,51.00,960.00,816.00,240.00,Standard,12.00,No,87.04,144,0,476.96
T13328,P003,HydroClean Dishwasher,Smart Home Appliances,5,800.00,0.05,760.00,4000.00,3800.00,2000.00,Express Air,1487.50,No,194.60,200,0,117.90
T13329,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.00,300.00,900.00,900.00,450.00,Standard,12.00,No,60.84,0,0,377.16
T13330,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.30,42.00,1200.00,840.00,300.00,Standard,15.00,No,401.40,360,0,123.60
T13331,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.10,180.00,400.00,360.00,180.00,Standard,12.00,No,20.58,40,0,147.42
T13332,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,27,60.00,0.30,42.00,1620.00,1134.00,405.00,Standard,20.25,No,663.12,486,0,45.63
T13333,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,11.00,0,0,93.00
T13334,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Standard,42.50,No,41.79,80,0,235.71
T13335,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.00,200.00,400.00,400.00,180.00,Standard,12.00,No,55.66,0,0,152.34
T13336,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.05,950.00,3000.00,2850.00,1800.00,Standard,0.75,No,286.83,150,0,762.42
T13337,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.15,170.00,200.00,170.00,90.00,Standard,6.00,No,18.88,30,0,55.12
T13338,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,25.67,10,0,68.33
T13339,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,55.44,0,0,344.31
T13340,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,17.26,10,0,76.74
T13341,P003,HydroClean Dishwasher,Smart Home Appliances,3,800.00,0.00,800.00,2400.00,2400.00,1200.00,Standard,127.50,No,151.08,0,0,921.42
T13342,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.40,36.00,1500.00,900.00,375.00,Standard,18.75,No,276.50,600,0,229.75
T13343,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Express Air,1.75,No,95.86,0,0,302.39
T13344,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.15,51.00,1140.00,969.00,285.00,Standard,14.25,No,212.61,171,0,457.14
T13345,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,54.35,50,0,295.40
T13346,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,21,60.00,0.30,42.00,1260.00,882.00,315.00,Standard,15.75,Yes,360.99,378,897,-706.74
T13347,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,38.24,0,0,253.76
T13348,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.50,30.00,1140.00,570.00,285.00,Standard,14.25,No,154.85,570,0,115.90
T13349,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,27.70,40,0,289.80
T13350,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,23,60.00,0.40,36.00,1380.00,828.00,345.00,Standard,17.25,No,255.76,552,0,209.99
T13351,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.15,51.00,1200.00,1020.00,300.00,Standard,15.00,No,302.80,180,0,402.20
T13352,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.30,42.00,1500.00,1050.00,375.00,Standard,18.75,No,314.25,450,0,342.00
T13353,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.50,30.00,1440.00,720.00,360.00,Standard,18.00,No,341.28,720,0,0.72
T13354,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,89.32,100,0,210.43
T13355,P003,HydroClean Dishwasher,Smart Home Appliances,4,800.00,0.00,800.00,3200.00,3200.00,1600.00,Express Air,1190.00,No,131.52,0,0,278.48
T13356,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.10,270.00,300.00,270.00,150.00,Standard,4.00,No,21.85,30,0,94.15
T13357,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Express Air,1.75,Yes,89.46,350,665,-706.21
T13358,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,22.88,0,0,81.12
T13359,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,90.92,100,0,608.58
T13360,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.10,270.00,300.00,270.00,150.00,Standard,4.00,No,24.49,30,0,91.51
T13361,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,26,60.00,0.40,36.00,1560.00,936.00,390.00,Standard,19.50,No,329.94,624,0,196.56
T13362,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.10,180.00,200.00,180.00,90.00,Standard,6.00,No,22.00,20,0,62.00
T13363,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.00,300.00,900.00,900.00,450.00,Standard,12.00,No,42.57,0,0,395.43
T13364,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Standard,8.00,No,47.64,30,0,214.36
T13365,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,20.52,0,0,83.48
T13366,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Express Air,297.50,No,24.73,80,0,-2.23
T13367,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,14.54,0,0,131.46
T13368,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,23,60.00,0.15,51.00,1380.00,1173.00,345.00,Standard,17.25,Yes,154.79,207,1188,-532.04
T13369,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Standard,4.00,No,21.47,15,0,109.53
T13370,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,33.92,0,0,68.58
T13371,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,81.85,250,0,67.90
T13372,P005,EcoBreeze Air Purifier,Smart Home Appliances,3,200.00,0.05,190.00,600.00,570.00,270.00,Standard,18.00,No,60.42,30,0,221.58
T13373,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.00,800.00,1600.00,1600.00,800.00,Express Air,595.00,No,89.62,0,0,115.38
T13374,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,53.50,50,0,296.25
T13375,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,114.68,100,0,584.82
T13376,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.50,30.00,1440.00,720.00,360.00,Standard,18.00,No,155.04,720,0,186.96
T13377,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Standard,8.00,No,30.54,30,0,231.46
T13378,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,14,60.00,0.50,30.00,840.00,420.00,210.00,Express Air,73.50,Yes,189.98,420,435,-488.48
T13379,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Standard,4.00,No,11.11,15,0,119.89
T13380,P005,EcoBreeze Air Purifier,Smart Home Appliances,5,200.00,0.00,200.00,1000.00,1000.00,450.00,Standard,30.00,No,82.20,0,0,437.80
T13381,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,Yes,92.85,250,765,-708.10
T13382,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,62.68,250,0,87.07
T13383,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.05,285.00,900.00,855.00,450.00,Standard,12.00,No,87.24,45,0,305.76
T13384,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,48.71,350,0,1.04
T13385,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,Yes,39.41,40,775,-496.91
T13386,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Express Air,42.00,No,17.50,0,0,50.50
T13387,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Standard,4.00,No,13.21,15,0,117.79
T13388,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,20.86,0,0,125.14
T13389,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.00,1000.00,2000.00,2000.00,1200.00,Standard,0.50,No,158.12,0,0,641.38
T13390,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.30,42.00,1140.00,798.00,285.00,Standard,14.25,No,462.65,342,0,36.10
T13391,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,50.52,0,0,349.23
T13392,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,21.40,0,0,270.60
T13393,P002,Aura Soundbar 360,Premium Electronics,5,300.00,0.00,300.00,1500.00,1500.00,750.00,Standard,20.00,No,81.20,0,0,648.80
T13394,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.40,36.00,1140.00,684.00,285.00,Express Air,99.75,No,195.32,456,0,103.93
T13395,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.10,900.00,2000.00,1800.00,1200.00,Standard,0.50,No,124.94,200,0,474.56
T13396,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.40,36.00,960.00,576.00,240.00,Standard,12.00,No,228.64,384,0,95.36
T13397,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,29.00,0,0,75.00
T13398,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,27,60.00,0.40,36.00,1620.00,972.00,405.00,Standard,20.25,No,426.60,648,0,120.15
T13399,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.15,170.00,200.00,170.00,90.00,Standard,6.00,No,12.29,30,0,61.71
T13400,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Standard,4.00,No,21.87,15,0,109.13
T13401,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,24.26,0,0,79.74
T13402,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,49.98,0,0,349.77
T13403,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,13,60.00,0.00,60.00,780.00,780.00,195.00,Standard,9.75,No,324.35,0,0,250.90
T13404,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.00,200.00,400.00,400.00,180.00,Standard,12.00,No,55.80,0,0,152.20
T13405,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,21,60.00,0.30,42.00,1260.00,882.00,315.00,Express Air,110.25,No,355.32,378,0,101.43
T13406,P005,EcoBreeze Air Purifier,Smart Home Appliances,3,200.00,0.05,190.00,600.00,570.00,270.00,Standard,18.00,No,56.76,30,0,225.24
T13407,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,Yes,90.47,350,665,-705.72
T13408,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.00,60.00,1500.00,1500.00,375.00,Standard,18.75,No,457.75,0,0,648.50
T13409,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.15,680.00,800.00,680.00,400.00,Express Air,297.50,No,59.27,120,0,-76.77
T13410,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,34,60.00,0.30,42.00,2040.00,1428.00,510.00,Standard,25.50,No,663.00,612,0,229.50
T13411,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.10,900.00,3000.00,2700.00,1800.00,Standard,0.75,No,274.41,300,0,624.84
T13412,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.10,180.00,400.00,360.00,180.00,Standard,12.00,No,39.56,40,0,128.44
T13413,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.10,900.00,2000.00,1800.00,1200.00,Standard,0.50,No,103.98,200,0,495.52
T13414,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,25.28,0,0,120.72
T13415,P002,Aura Soundbar 360,Premium Electronics,4,300.00,0.05,285.00,1200.00,1140.00,600.00,Standard,16.00,No,72.84,60,0,451.16
T13416,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,61.53,100,0,238.22
T13417,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,29,60.00,0.50,30.00,1740.00,870.00,435.00,Standard,21.75,No,524.61,870,0,-111.36
T13418,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.00,1000.00,4000.00,4000.00,2400.00,Standard,1.00,No,263.16,0,0,1335.84
T13419,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,21,60.00,0.15,51.00,1260.00,1071.00,315.00,Standard,15.75,No,306.81,189,0,433.44
T13420,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,55.12,250,0,94.63
T13421,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Standard,4.00,No,18.05,15,0,112.95
T13422,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,51.90,40,0,265.60
T13423,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.10,900.00,2000.00,1800.00,1200.00,Standard,0.50,No,146.14,200,0,453.36
T13424,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.10,720.00,1600.00,1440.00,800.00,Express Air,595.00,No,109.96,160,0,-64.96
T13425,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,84.81,50,0,264.94
T13426,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.05,760.00,1600.00,1520.00,800.00,Standard,85.00,No,70.60,80,0,564.40
T13427,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,41.86,0,0,250.14
T13428,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Express Air,297.50,No,48.10,40,0,14.40
T13429,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,173.10,100,0,526.40
T13430,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,27,60.00,0.30,42.00,1620.00,1134.00,405.00,Standard,20.25,No,562.68,486,0,146.07
T13431,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,57.94,0,0,234.06
T13432,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.10,900.00,2000.00,1800.00,1200.00,Standard,0.50,No,175.90,200,0,423.60
T13433,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,75.46,350,0,-25.71
T13434,P003,HydroClean Dishwasher,Smart Home Appliances,3,800.00,0.10,720.00,2400.00,2160.00,1200.00,Express Air,892.50,No,136.83,240,0,-69.33
T13435,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,Yes,90.42,250,765,-705.67
T13436,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Express Air,28.00,No,21.57,15,0,85.43
T13437,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Express Air,1.75,No,67.98,100,0,230.27
T13438,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.10,720.00,1600.00,1440.00,800.00,Express Air,595.00,No,118.58,160,0,-73.58
T13439,P005,EcoBreeze Air Purifier,Smart Home Appliances,3,200.00,0.05,190.00,600.00,570.00,270.00,Standard,18.00,No,46.29,30,0,235.71
T13440,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Express Air,1.75,No,88.34,50,0,259.91
T13441,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Express Air,1.75,No,99.85,250,0,48.40
T13442,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,26.13,0,0,77.87
